CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Credit_Limit,Avg_Utilization_Ratio,Pay_on_time,Random_numbers
803113383,yes,55,female,1,primary,single,<30k,blue,49,3292.00,0.000,yes,0.720098676354092
803115258,yes,62,male,0,third level,#NULL!,31 – 50k,blue,56,3477.00,0.000,yes,0.429583859727006
803132733,no,54,female,1,third level,married/living with partner,<30k,blue,48,6814.00,0.230,no,0.0475912187009273
803148033,no,54,male,1,third level,married/living with partner,71 – 110k,blue,48,12169.00,0.159,no,0.729270186784808
803197833,no,49,female,1,third level,divorced,31 – 50k,blue,44,2597.00,0.720,no,0.94605583394257
803216433,yes,43,female,5,third level,married/living with partner,<30k,gold,33,14806.00,0.170,no,0.680186292495765
803231058,no,53,male,3,secondary,single,<30k,blue,47,3351.00,0.440,no,0.21319972493092
803319633,no,51,female,2,secondary,married/living with partner,<30k,blue,45,3183.00,0.427,no,0.440087825295268
803339583,no,49,female,2,third level,married/living with partner,<30k,blue,44,1644.00,0.000,yes,0.0258235386447995
803342358,no,55,male,3,third level,married/living with partner,51 – 70k,blue,49,5668.00,0.444,no,0.951138621672299
803347908,no,34,female,1,third level,single,<30k,blue,28,15987.00,0.000,yes,0.945709096184703
803380383,no,46,female,5,third level,divorced,<30k,blue,40,1592.00,0.581,no,0.746480600616714
803408733,no,32,male,2,secondary,divorced,51 – 70k,blue,26,2239.00,0.598,no,0.457513839091217
803418783,no,40,male,4,third level,married/living with partner,51 – 70k,blue,35,9974.00,0.219,no,0.295449608263204
803421108,no,49,male,4,third level,single,71 – 110k,blue,43,20701.00,0.122,no,0.874081449271742
803587533,no,33,male,1,primary,single,51 – 70k,blue,28,2618.00,0.692,no,0.104988648136084
803595858,yes,56,female,3,secondary,married/living with partner,31 – 50k,blue,51,1438.30,0.000,yes,0.664149884714781
803606958,no,57,female,3,third level,single,<30k,blue,52,3085.00,0.000,yes,0.491772160349188
803652633,no,47,female,2,primary,single,<30k,blue,41,2092.00,0.753,no,0.558041982594958
803655333,no,53,male,2,third level,single,51 – 70k,gold,47,29038.00,0.079,no,0.812089377639043
803657133,no,60,male,1,third level,single,31 – 50k,blue,54,1848.00,0.762,no,0.765337330612813
803776533,no,46,male,2,third level,single,51 – 70k,blue,41,10077.00,0.000,yes,0.188583491778976
803833608,no,40,male,3,primary,single,31 – 50k,gold,33,21308.00,0.026,no,0.615295912481266
803880108,no,47,female,3,secondary,single,31 – 50k,blue,41,1721.00,0.787,no,0.52597014013937
803938908,no,49,female,4,primary,single,<30k,blue,44,2659.00,0.000,yes,0.224346825888417
803952408,no,52,female,3,primary,married/living with partner,<30k,blue,47,2516.00,0.591,no,0.532265097379215
803963808,no,39,male,3,third level,single,71 – 110k,blue,34,19074.00,0.000,yes,0.801556953229537
803968233,no,39,female,2,primary,married/living with partner,<30k,gold,34,14386.00,0.175,no,0.760310508482682
804045933,no,36,male,0,third level,married/living with partner,71 – 110k,blue,30,5302.00,0.455,no,0.228106796826283
804158583,no,60,male,1,secondary,married/living with partner,<30k,gold,55,13399.00,0.109,no,0.757779757146681
804310758,no,58,male,3,third level,married/living with partner,111k+,blue,52,17934.00,0.088,no,0.676145498494974
804337233,no,45,female,4,secondary,single,<30k,blue,35,1502.00,0.000,yes,0.177559719773601
804359133,no,55,male,0,secondary,married/living with partner,111k+,blue,49,3805.00,0.587,no,0.162000715714796
804371733,no,40,male,2,primary,married/living with partner,71 – 110k,blue,29,9109.00,0.148,no,0.362389592131479
804403908,no,50,male,3,third level,single,51 – 70k,blue,45,21872.00,0.051,no,0.184930869658631
804413508,no,41,male,1,secondary,single,71 – 110k,blue,36,12084.00,0.136,no,0.933763304773161
804426858,no,35,female,1,primary,married/living with partner,<30k,blue,30,2593.00,0.640,no,0.0857930125133372
804428958,no,47,male,1,third level,married/living with partner,31 – 50k,blue,42,1626.00,0.000,yes,0.459528366333875
804431283,no,57,female,1,third level,married/living with partner,<30k,blue,52,7882.00,0.140,no,0.430088058333669
804434058,no,47,male,1,third level,married/living with partner,51 – 70k,gold,42,27437.00,0.000,yes,0.597536753641922
804437658,no,42,female,3,third level,married/living with partner,<30k,blue,36,9778.00,0.220,no,0.182848814581744
804462633,yes,43,female,3,secondary,divorced,<30k,blue,38,7084.00,0.000,yes,0.330678729554744
804577833,no,44,female,2,third level,married/living with partner,<30k,blue,39,6861.00,0.306,no,0.504275883968159
804595158,no,44,female,4,third level,single,<30k,blue,36,7000.00,0.360,no,0.223700371442017
804598908,no,35,male,3,third level,single,71 – 110k,blue,25,6510.00,0.316,no,0.635572391124072
804601833,no,44,male,2,secondary,#NULL!,51 – 70k,gold,39,34516.00,0.046,no,0.586176806215154
804610908,no,49,female,2,third level,married/living with partner,<30k,blue,44,3397.00,0.578,no,0.519899375965351
804649833,no,42,male,3,third level,married/living with partner,31 – 50k,blue,29,2533.00,0.445,no,0.892320050359909
804661083,no,50,male,0,third level,single,71 – 110k,blue,45,2135.00,0.705,no,0.0983224853526793
804663258,no,54,male,2,secondary,married/living with partner,71 – 110k,blue,49,14015.00,0.147,no,0.01597749520978
804668658,yes,26,female,0,primary,single,<30k,blue,20,1438.30,0.000,yes,0.0539928340943472
804673308,yes,49,male,5,primary,married/living with partner,31 – 50k,blue,44,3893.00,0.000,yes,0.224489963895626
804708633,no,44,female,3,primary,single,<30k,blue,39,7323.00,0.000,yes,0.21378406407463
804829533,yes,59,male,0,secondary,single,51 – 70k,blue,54,24621.00,0.019,no,0.0414662585537783
804840033,no,45,male,2,third level,married/living with partner,51 – 70k,blue,38,16611.00,0.000,yes,0.392003378338938
804847308,no,64,female,0,third level,single,31 – 50k,blue,56,1564.00,0.000,yes,0.424335166478107
805282908,no,43,male,5,third level,#NULL!,31 – 50k,blue,38,7599.00,0.145,no,0.478318518673097
805313808,yes,52,female,3,secondary,married/living with partner,31 – 50k,blue,47,8018.00,0.017,no,0.0835404655506465
805453908,no,33,male,1,secondary,divorced,31 – 50k,blue,28,2507.00,0.635,no,0.464329389554241
805458933,no,39,female,2,third level,single,31 – 50k,blue,34,13984.00,0.045,no,0.457645544517809
805461783,no,47,female,3,third level,divorced,<30k,blue,42,1438.30,0.000,yes,0.788827311285538
805485933,no,45,female,3,third level,married/living with partner,<30k,blue,40,4010.00,0.628,no,0.577611121930027
805516608,no,50,male,1,third level,married/living with partner,71 – 110k,gold,45,34516.00,0.027,no,0.897308398615809
805522758,no,44,female,1,third level,divorced,<30k,blue,39,2311.00,0.792,no,0.264513964576355
805524708,yes,52,female,3,secondary,divorced,<30k,blue,47,6629.00,0.380,no,0.104908104373087
805534608,no,54,female,2,third level,single,31 – 50k,blue,49,8769.00,0.150,no,0.11907284396807
805543158,no,52,male,3,third level,married/living with partner,111k+,blue,47,11086.00,0.199,no,0.567059240746227
805546308,no,65,female,0,secondary,single,<30k,blue,56,5951.00,0.423,no,0.733030934774867
806140383,yes,59,male,2,secondary,single,71 – 110k,blue,54,2791.00,0.858,no,0.337927496944905
806160108,no,61,male,1,secondary,married/living with partner,31 – 50k,blue,56,3193.00,0.788,no,0.139611474286737
806165208,no,47,male,1,third level,divorced,51 – 70k,blue,42,20979.00,0.086,no,0.80775180357032
806170158,no,39,male,4,third level,single,51 – 70k,blue,34,34516.00,0.016,no,0.868519227963918
806179683,no,63,female,1,third level,single,31 – 50k,blue,56,3071.00,0.666,no,0.234545785188426
806189658,no,50,female,2,primary,single,<30k,blue,45,1780.00,0.502,no,0.00747664549103999
806226933,no,37,male,2,secondary,#NULL!,111k+,blue,32,34516.00,0.000,yes,0.896459511590614
806244183,no,39,male,2,third level,divorced,51 – 70k,blue,34,2267.00,0.000,yes,0.258480252979647
806250783,no,57,female,2,secondary,married/living with partner,<30k,blue,52,1441.00,0.000,yes,0.826686023867429
806256333,yes,41,male,4,third level,#NULL!,51 – 70k,blue,36,1438.30,0.217,no,0.316850084922801
806264958,no,52,female,2,secondary,single,<30k,blue,47,7030.00,0.141,no,0.611505190094407
806432433,no,40,female,2,secondary,single,31 – 50k,blue,35,2544.00,0.673,no,0.0718241297816035
806619333,no,36,female,3,secondary,single,<30k,blue,31,2909.00,0.717,no,0.395543154401801
806624208,no,47,male,4,secondary,married/living with partner,31 – 50k,blue,42,4785.00,0.285,no,0.664217617710345
806634783,no,38,female,2,third level,married/living with partner,<30k,blue,33,3420.00,0.411,no,0.495436583237864
806637558,no,58,male,1,secondary,married/living with partner,51 – 70k,blue,53,1438.30,0.000,yes,0.975124024509555
806641683,no,44,male,3,primary,married/living with partner,71 – 110k,gold,39,34516.00,0.042,no,0.841798853578841
806652483,no,41,female,2,secondary,single,31 – 50k,blue,36,1561.00,0.749,no,0.108187214939373
806656083,no,48,female,2,third level,married/living with partner,31 – 50k,blue,43,9559.00,0.158,no,0.464773290616817
806752533,no,27,female,1,third level,single,<30k,blue,22,2965.00,0.551,no,0.226180804219553
806889633,no,38,male,2,primary,married/living with partner,71 – 110k,blue,33,20117.00,0.061,no,0.717380830380321
806900508,no,53,female,1,secondary,married/living with partner,<30k,blue,48,2036.00,0.843,no,0.821335582659004
806914158,yes,38,female,4,third level,married/living with partner,31 – 50k,blue,33,4047.00,0.000,yes,0.976485586020919
806947308,yes,40,male,4,third level,married/living with partner,51 – 70k,blue,35,20178.00,0.077,no,0.194433152872254
806992533,no,49,female,1,third level,married/living with partner,<30k,blue,44,8284.00,0.096,no,0.785847921619255
806995683,no,61,male,0,third level,single,51 – 70k,blue,56,4783.00,0.526,no,0.500949141107536
807030858,no,51,male,4,secondary,single,111k+,blue,46,34516.00,0.066,no,0.606027597571737
807044958,no,34,male,3,secondary,married/living with partner,31 – 50k,blue,29,2937.00,0.296,no,0.137028923964367
807136758,yes,58,female,2,secondary,married/living with partner,<30k,blue,53,1944.00,0.000,yes,0.672482178544978
807137808,no,45,male,3,secondary,divorced,51 – 70k,blue,40,17576.00,0.000,yes,0.230315424833305
807141183,no,34,male,1,third level,married/living with partner,111k+,blue,29,14938.00,0.095,no,0.496308046906926
807165033,no,49,male,3,third level,single,51 – 70k,blue,44,15027.00,0.000,yes,0.175536860691636
807173358,no,56,female,0,third level,married/living with partner,<30k,blue,51,3617.00,0.243,no,0.14823049735988
807209808,no,48,male,1,secondary,single,51 – 70k,blue,40,2319.00,0.703,no,0.679327780922833
807237783,no,50,male,3,primary,single,51 – 70k,blue,45,20437.00,0.050,no,0.313649338905013
807244983,no,65,female,0,third level,married/living with partner,<30k,blue,56,1438.30,0.473,no,0.17633123960564
807349158,no,36,male,4,third level,divorced,111k+,blue,31,34516.00,0.043,no,0.0957407494442239
807369708,no,52,male,3,third level,married/living with partner,111k+,blue,47,6355.00,0.000,yes,0.732444052179243
807379833,yes,48,male,3,third level,divorced,31 – 50k,blue,43,9104.00,0.016,no,0.837144100661453
807584958,yes,50,male,3,primary,married/living with partner,51 – 70k,blue,45,21096.00,0.000,yes,0.237109059757058
807587433,yes,56,female,2,third level,married/living with partner,<30k,blue,51,1438.30,0.000,yes,0.233638682888179
807596358,no,49,male,2,primary,married/living with partner,71 – 110k,blue,44,13884.00,0.087,no,0.0057010149577067
807604233,no,54,male,3,third level,married/living with partner,71 – 110k,blue,49,11114.00,0.223,no,0.633804394575677
807722658,no,51,female,2,third level,single,<30k,blue,46,2429.00,0.515,no,0.933980033810564
807915408,no,41,female,2,third level,married/living with partner,31 – 50k,blue,36,6602.00,0.000,yes,0.246861319466468
807946833,yes,44,female,2,third level,single,<30k,blue,39,1791.00,0.000,yes,0.901452773324557
807964908,no,41,male,4,secondary,married/living with partner,51 – 70k,blue,36,8013.00,0.253,no,0.110025480136402
807977808,no,39,female,2,third level,single,<30k,blue,34,3246.00,0.775,no,0.909498360010397
807986133,no,57,male,2,third level,married/living with partner,51 – 70k,blue,52,6584.00,0.276,no,0.272801929463301
807990108,no,44,male,1,primary,divorced,111k+,blue,39,11362.00,0.000,yes,0.0360524511141048
808045833,no,49,male,3,primary,single,<30k,blue,44,7659.00,0.222,no,0.236268338427917
808169358,no,57,male,2,primary,single,31 – 50k,blue,52,12291.00,0.186,no,0.634754549925086
808273533,yes,39,male,2,secondary,single,51 – 70k,blue,34,1818.00,0.000,yes,0.281584751950385
808279158,no,51,male,3,third level,married/living with partner,71 – 110k,blue,46,11765.00,0.121,no,0.235395979393111
808287408,no,45,male,5,third level,married/living with partner,71 – 110k,blue,40,29227.00,0.039,no,0.793612011005977
808292958,no,26,male,0,third level,single,<30k,blue,20,1438.30,0.344,no,0.214988058311926
808527183,no,46,female,3,third level,married/living with partner,<30k,blue,41,1489.00,0.637,no,0.240259259475777
808669083,no,52,female,1,third level,married/living with partner,<30k,blue,47,1438.30,0.000,yes,0.386910876088667
808681158,no,57,male,0,third level,married/living with partner,71 – 110k,blue,52,2564.00,0.928,no,0.110026078346405
808747233,yes,50,male,2,third level,married/living with partner,111k+,gold,45,34516.00,0.000,yes,0.0583338247151494
808750458,no,32,male,1,third level,single,51 – 70k,blue,27,10029.00,0.060,no,0.666173394517797
808753758,no,52,male,2,primary,divorced,111k+,blue,47,29695.00,0.051,no,0.39007281690557
808756458,no,47,male,3,third level,married/living with partner,71 – 110k,blue,42,13189.00,0.091,no,0.0499480641394345
808897683,yes,53,male,1,third level,single,71 – 110k,blue,48,30271.00,0.046,no,0.753416640880684
808909008,no,61,male,0,third level,married/living with partner,<30k,blue,56,1438.30,0.000,yes,0.141332359590223
808950108,no,39,female,2,third level,married/living with partner,<30k,blue,34,1438.30,0.597,no,0.42681493991003
808964433,no,46,female,4,third level,divorced,<30k,blue,41,8693.00,0.159,no,0.416015966355953
808981608,no,50,female,2,primary,married/living with partner,<30k,blue,45,5452.00,0.099,no,0.750372406091904
809068983,no,40,female,2,third level,married/living with partner,<30k,blue,35,3511.00,0.000,yes,0.699654844240248
809071083,no,60,female,1,third level,single,<30k,blue,55,2346.00,0.916,no,0.741124709038842
809092458,no,36,female,4,primary,married/living with partner,31 – 50k,blue,31,2517.00,0.531,no,0.422448061193908
809127858,no,51,female,1,third level,single,31 – 50k,blue,46,2275.00,0.536,no,0.800988115640272
809147283,no,43,female,5,third level,married/living with partner,<30k,blue,38,15987.00,0.086,no,0.624766346176491
809164083,no,63,male,1,third level,married/living with partner,31 – 50k,blue,56,2619.00,0.679,no,0.584438887587819
809169858,no,62,male,2,third level,single,51 – 70k,blue,56,18224.00,0.076,no,0.20392258995237
809276808,no,47,male,4,third level,single,71 – 110k,blue,42,7299.00,0.000,yes,0.546954069905947
809290308,no,31,female,0,third level,married/living with partner,<30k,blue,26,3540.00,0.331,no,0.478569266672924
809292483,no,44,female,4,third level,married/living with partner,<30k,blue,39,8128.00,0.227,no,0.762509789136317
809296308,no,46,male,2,third level,single,71 – 110k,blue,41,21526.00,0.108,no,0.676476341009607
809320908,no,42,male,3,secondary,single,51 – 70k,blue,37,5951.00,0.000,yes,0.486410101690817
809360883,no,46,male,4,third level,single,51 – 70k,blue,41,17673.00,0.101,no,0.387689560796874
809363958,no,49,female,3,secondary,married/living with partner,31 – 50k,blue,44,3881.00,0.000,yes,0.415315390948348
809378133,no,43,female,3,primary,single,<30k,blue,38,1521.00,0.000,yes,0.615939427856627
809425533,no,45,female,2,primary,divorced,31 – 50k,gold,40,15785.00,0.074,no,0.0612258066408106
809445858,no,38,female,0,third level,single,<30k,blue,32,1755.00,0.427,no,0.868826626354702
809452383,no,37,female,2,third level,married/living with partner,<30k,blue,32,1438.30,0.000,yes,0.215019689598019
809464608,yes,47,female,3,secondary,married/living with partner,#NULL!,gold,31,34516.00,0.073,no,0.0274882990747555
